DATE_TIME,PLANT_ID,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
15/05/2020 00:00,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6782598.0,25.18431613,22.8575074,0.0
15/05/2020 00:15,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6782598.0,25.08458867,22.76166787,0.0
15/05/2020 00:30,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6782598.0,24.9357526,22.59230553,0.0
15/05/2020 00:45,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6782598.0,24.8461304,22.36085213,0.0
15/05/2020 01:00,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6782598.0,24.62152536,22.16542264,0.0
15/05/2020 01:15,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6782598.0,24.5360922,21.96857087,0.0
15/05/2020 01:30,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6782598.0,24.63867387,22.35292567,0.0
15/05/2020 01:45,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6782598.0,24.87302233,23.1609192,0.0
15/05/2020 02:00,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6782598.0,24.93693047,23.026113,0.0
15/05/2020 02:15,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6782598.0,25.0122476,23.34322927,0.0
15/05/2020 02:30,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6782598.0,25.00514933,23.63945927,0.0
15/05/2020 02:45,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6782598.0,24.99301953,24.0394858,0.0
15/05/2020 03:00,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6782598.0,25.01630943,24.38413557,0.0
15/05/2020 03:15,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6782598.0,24.98521527,24.35150773,0.0
15/05/2020 03:30,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6782598.0,24.93773193,24.06029653,0.0
15/05/2020 03:45,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6782598.0,24.87909953,23.70979413,0.0
15/05/2020 04:00,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6782598.0,24.6789022,22.58994153,0.0
15/05/2020 04:15,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6782598.0,24.3519308,21.78364253,0.0
15/05/2020 04:30,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6782598.0,24.0626222,21.85252493,0.0
15/05/2020 04:45,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6782598.0,24.0132242,22.306315,0.0
15/05/2020 05:00,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6782598.0,24.1771058,22.55190847,0.0
15/05/2020 05:15,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6782598.0,24.304888,22.97949207,0.0
15/05/2020 05:30,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6782598.0,24.32872727,23.45238047,0.0
15/05/2020 05:45,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6782598.0,24.28921113,23.09669193,0.000862721
15/05/2020 06:00,4135001,wCURE6d3bPkepu2,54.625,5.275,0.0,6782598.0,24.08844607,22.2067566,0.005886957
15/05/2020 06:15,4135001,wCURE6d3bPkepu2,309.0,29.84285714,3.428571429,6782601.429,24.01163527,22.35345867,0.022281607
15/05/2020 06:30,4135001,wCURE6d3bPkepu2,682.25,66.1125,15.25,6782613.25,23.97673127,22.893282,0.049409724
15/05/2020 06:45,4135001,wCURE6d3bPkepu2,1317.714286,128.5142857,37.71428571,6782635.714,24.21899,24.44244393,0.095394454
15/05/2020 07:00,4135001,wCURE6d3bPkepu2,1873.375,183.625,79.0,6782677.0,24.5373984,27.18565287,0.141940443
15/05/2020 07:15,4135001,wCURE6d3bPkepu2,2045.857143,200.5571429,127.0,6782725.0,24.8159595,28.88847786,0.154712676
15/05/2020 07:30,4135001,wCURE6d3bPkepu2,1987.714286,194.8571429,174.8571429,6782772.857,24.98878987,29.6056438,0.148799153
15/05/2020 07:45,4135001,wCURE6d3bPkepu2,2043.5,200.325,222.5,6782820.5,25.21618033,29.54711093,0.144793419
15/05/2020 08:00,4135001,wCURE6d3bPkepu2,3142.857143,308.6428571,281.2857143,6782879.286,25.41951307,31.41254473,0.201638621
15/05/2020 08:15,4135001,wCURE6d3bPkepu2,4648.125,456.0125,382.875,6782980.875,25.95908213,35.5287108,0.345707653
15/05/2020 08:30,4135001,wCURE6d3bPkepu2,5436.428571,532.9,504.7142857,6783102.714,26.43078207,40.3180586,0.405348573
15/05/2020 08:45,4135001,wCURE6d3bPkepu2,3475.5,341.5,610.875,6783208.875,26.8318298,39.08195373,0.312426795
15/05/2020 09:00,4135001,wCURE6d3bPkepu2,7251.714286,710.0,732.7142857,6783330.714,27.6209698,45.0092326,0.623152649
15/05/2020 09:15,4135001,wCURE6d3bPkepu2,5680.0,556.675,909.625,6783507.625,27.98836207,46.6177065,0.344884036
15/05/2020 09:30,4135001,wCURE6d3bPkepu2,3443.0,338.0714286,1014.285714,6783612.286,27.51672787,39.136326,0.2492484
15/05/2020 09:45,4135001,wCURE6d3bPkepu2,7844.0,767.7375,1142.25,6783740.25,27.45010767,40.93057693,0.541205977
15/05/2020 10:00,4135001,wCURE6d3bPkepu2,8500.142857,831.5285714,1357.142857,6783955.143,28.63219187,52.5477356,0.670675372
15/05/2020 10:15,4135001,wCURE6d3bPkepu2,7232.75,707.6625,1535.25,6784133.25,28.76891273,47.633738,0.572283477
15/05/2020 10:30,4135001,wCURE6d3bPkepu2,5780.857143,566.4571429,1713.428571,6784311.429,29.3514426,49.24972327,0.455148383
15/05/2020 10:45,4135001,wCURE6d3bPkepu2,5415.125,530.8375,1850.375,6784448.375,28.85470787,44.0483256,0.361961654
15/05/2020 11:00,4135001,wCURE6d3bPkepu2,8641.428571,844.6428571,2018.857143,6784616.857,29.41081933,47.6854534,0.636560881
15/05/2020 11:15,4135001,wCURE6d3bPkepu2,8375.375,819.0375,2234.875,6784832.875,30.21606229,50.00698857,0.585787214
15/05/2020 11:30,4135001,wCURE6d3bPkepu2,6061.428571,593.8142857,2421.0,6785019.0,30.2870728,49.8413636,0.557069383
15/05/2020 11:45,4135001,wCURE6d3bPkepu2,8761.428571,855.9,2567.142857,6785165.143,30.81104933,47.8363832,0.467986869
15/05/2020 12:00,4135001,wCURE6d3bPkepu2,6887.5,674.325,2782.625,6785380.625,31.30537507,49.18358353,0.514962587
15/05/2020 12:15,4135001,wCURE6d3bPkepu2,9891.0,966.3142857,2961.428571,6785559.429,31.50729773,49.84449267,0.787866029
15/05/2020 12:30,4135001,wCURE6d3bPkepu2,9448.125,923.2875,3214.125,6785812.125,32.14768473,52.35325513,0.649247629
15/05/2020 12:45,4135001,wCURE6d3bPkepu2,9906.285714,968.2571429,3430.0,6786028.0,32.3914204,50.63123993,0.761243312
15/05/2020 13:00,4135001,wCURE6d3bPkepu2,6006.625,588.5125,3618.25,6786216.25,32.62279607,49.61076771,0.416035101
15/05/2020 13:15,4135001,wCURE6d3bPkepu2,6655.0,651.8571429,3781.0,6786379.0,32.49706447,47.01116133,0.489243946
15/05/2020 13:30,4135001,wCURE6d3bPkepu2,7943.625,777.5875,3961.0,6786559.0,32.5246214,46.66986293,0.574561224
15/05/2020 13:45,4135001,wCURE6d3bPkepu2,7925.428571,775.7571429,4153.857143,6786751.857,32.67847087,47.51688413,0.560985624
15/05/2020 14:00,4135001,wCURE6d3bPkepu2,10202.75,997.425,4370.375,6786968.375,33.7631854,49.80390433,0.735083463
15/05/2020 14:15,4135001,wCURE6d3bPkepu2,12073.42857,1177.828571,4642.714286,6787240.714,34.13076993,55.030613,0.893661491
15/05/2020 14:30,4135001,wCURE6d3bPkepu2,5489.25,538.15,4864.5,6787462.5,34.08138427,54.51913673,0.466788824
15/05/2020 14:45,4135001,wCURE6d3bPkepu2,7468.571429,730.5714286,5014.571429,6787612.571,33.69572221,47.61819464,0.542138496
15/05/2020 15:00,4135001,wCURE6d3bPkepu2,7779.0,761.3875,5191.875,6787789.875,33.89057607,46.0290812,0.398888543
15/05/2020 15:15,4135001,wCURE6d3bPkepu2,5630.428571,551.8142857,5362.857143,6787960.857,34.043744,44.28609193,0.447292149
15/05/2020 15:30,4135001,wCURE6d3bPkepu2,7374.857143,722.0,5518.428571,6788116.429,34.40285233,46.7442812,0.565196397
15/05/2020 15:45,4135001,wCURE6d3bPkepu2,4763.125,466.8875,5647.25,6788245.25,34.43094267,43.9206158,0.346230693
15/05/2020 16:00,4135001,wCURE6d3bPkepu2,5149.571429,505.0142857,5788.142857,6788386.143,34.38115033,43.33285333,0.35818237
15/05/2020 16:15,4135001,wCURE6d3bPkepu2,4619.625,453.3125,5895.375,6788493.375,34.12625693,41.00743193,0.328896119
15/05/2020 16:30,4135001,wCURE6d3bPkepu2,4861.285714,476.7285714,6017.285714,6788615.286,34.35660993,41.28059067,0.344954196
15/05/2020 16:45,4135001,wCURE6d3bPkepu2,3635.875,357.3625,6121.875,6788719.875,33.86159653,39.41907593,0.260346758
15/05/2020 17:00,4135001,wCURE6d3bPkepu2,2338.571429,229.4142857,6198.0,6788796.0,33.44331357,36.82670364,0.166812741
15/05/2020 17:15,4135001,wCURE6d3bPkepu2,2284.0,223.9375,6255.5,6788853.5,33.30025473,35.8522074,0.173898637
15/05/2020 17:30,4135001,wCURE6d3bPkepu2,1151.25,112.2,6292.5,6788890.5,33.0321222,34.3384004,0.08716189
15/05/2020 17:45,4135001,wCURE6d3bPkepu2,518.125,50.125,6313.0,6788911.0,32.31187113,31.54853933,0.038403034
15/05/2020 18:00,4135001,wCURE6d3bPkepu2,285.4285714,27.57142857,6323.285714,6788921.286,31.13241364,30.225331,0.022544936
15/05/2020 18:15,4135001,wCURE6d3bPkepu2,96.71428571,9.328571429,6327.714286,6788925.714,29.24311093,28.6825074,0.009149945
15/05/2020 18:30,4135001,wCURE6d3bPkepu2,0.0,0.0,6329.0,6788927.0,28.495518,27.28599227,0.001841025
15/05/2020 18:45,4135001,wCURE6d3bPkepu2,0.0,0.0,6329.0,6788927.0,27.8840638,25.96194653,0.0
15/05/2020 19:00,4135001,wCURE6d3bPkepu2,0.0,0.0,6329.0,6788927.0,27.4559754,25.38531307,0.0
15/05/2020 19:15,4135001,wCURE6d3bPkepu2,0.0,0.0,6329.0,6788927.0,27.0975484,25.2008464,0.0
15/05/2020 19:30,4135001,wCURE6d3bPkepu2,0.0,0.0,6329.0,6788927.0,27.01870113,25.74526773,0.000125383
15/05/2020 19:45,4135001,wCURE6d3bPkepu2,0.0,0.0,6329.0,6788927.0,23.78723747,22.5114056,0.00010022
15/05/2020 20:00,4135001,wCURE6d3bPkepu2,0.0,0.0,6329.0,6788927.0,22.66317964,20.29072571,0.0
15/05/2020 20:15,4135001,wCURE6d3bPkepu2,0.0,0.0,6329.0,6788927.0,23.41209707,20.73659667,0.0
15/05/2020 20:30,4135001,wCURE6d3bPkepu2,0.0,0.0,6329.0,6788927.0,22.30098867,20.37541693,0.0
15/05/2020 20:45,4135001,wCURE6d3bPkepu2,0.0,0.0,6329.0,6788927.0,22.0374816,20.31280513,0.0
15/05/2020 21:00,4135001,wCURE6d3bPkepu2,0.0,0.0,6329.0,6788927.0,22.16851807,20.6512674,0.0
15/05/2020 21:15,4135001,wCURE6d3bPkepu2,0.0,0.0,6329.0,6788927.0,22.1193604,20.6320862,0.0
15/05/2020 21:30,4135001,wCURE6d3bPkepu2,0.0,0.0,6329.0,6788927.0,22.22125033,20.75869967,0.0
15/05/2020 21:45,4135001,wCURE6d3bPkepu2,0.0,0.0,6329.0,6788927.0,22.23682847,20.91441667,0.0
15/05/2020 22:00,4135001,wCURE6d3bPkepu2,0.0,0.0,6329.0,6788927.0,22.22185843,20.89570393,0.0
15/05/2020 22:15,4135001,wCURE6d3bPkepu2,0.0,0.0,6329.0,6788927.0,22.14931253,20.73218587,0.0
15/05/2020 22:30,4135001,wCURE6d3bPkepu2,0.0,0.0,6329.0,6788927.0,22.10471387,20.82985207,0.0
15/05/2020 22:45,4135001,wCURE6d3bPkepu2,0.0,0.0,6329.0,6788927.0,22.05707993,21.07227567,0.0
15/05/2020 23:00,4135001,wCURE6d3bPkepu2,0.0,0.0,6329.0,6788927.0,22.23601831,21.24131654,0.0
16/05/2020 02:00,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6788927.0,21.68216,20.072144,0.0
16/05/2020 02:15,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6788927.0,21.6884114,19.9192038,0.0
16/05/2020 02:30,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6788927.0,21.51040853,19.59269193,0.0
16/05/2020 02:45,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6788927.0,21.496287,19.6248698,0.0
16/05/2020 03:00,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6788927.0,21.6459126,20.06520593,0.0
16/05/2020 03:15,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6788927.0,21.6743142,20.11216013,0.0
16/05/2020 03:30,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6788927.0,21.73142093,20.351884,0.0
16/05/2020 03:45,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6788927.0,21.78016573,20.50589407,0.0
16/05/2020 04:00,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6788927.0,21.85855536,20.81391043,0.0
16/05/2020 04:15,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6788927.0,21.89991073,20.71264033,0.0
16/05/2020 04:30,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6788927.0,21.92704853,20.72603773,0.0
16/05/2020 04:45,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6788927.0,22.0286844,20.79640287,0.0
16/05/2020 05:00,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6788927.0,21.93278,20.6822592,0.0
16/05/2020 05:15,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6788927.0,21.86625167,20.47236933,0.0
16/05/2020 05:30,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6788927.0,21.87658507,20.76019287,0.0
16/05/2020 05:45,4135001,wCURE6d3bPkepu2,0.0,0.0,0.0,6788927.0,21.95998927,20.5434348,0.000147169
16/05/2020 06:00,4135001,wCURE6d3bPkepu2,56.0,5.4,0.0,6788927.0,21.9232375,20.25681407,0.006205959
16/05/2020 06:15,4135001,wCURE6d3bPkepu2,339.5,32.825,4.25,6788931.25,21.8604004,20.4303872,0.023633737
16/05/2020 06:30,4135001,wCURE6d3bPkepu2,704.0,68.22857143,16.42857143,6788943.429,21.98583367,21.195638,0.049514968
16/05/2020 06:45,4135001,wCURE6d3bPkepu2,1127.875,109.6375,38.625,6788965.625,22.13967073,22.18941033,0.079269643
16/05/2020 07:00,4135001,wCURE6d3bPkepu2,1553.0,151.8,70.85714286,6788997.857,22.45271393,23.1112346,0.109037968
16/05/2020 07:15,4135001,wCURE6d3bPkepu2,1944.857143,190.6857143,110.7142857,6789037.714,22.6524518,24.24170127,0.138115452
16/05/2020 07:30,4135001,wCURE6d3bPkepu2,2447.25,239.975,164.25,6789091.25,22.97513853,25.66848753,0.174117525
16/05/2020 07:45,4135001,wCURE6d3bPkepu2,3376.428571,331.8428571,233.8571429,6789160.857,23.38855407,27.93747607,0.243642806
16/05/2020 08:00,4135001,wCURE6d3bPkepu2,4143.375,407.0625,330.0,6789257.0,23.8905234,30.79129613,0.298052989
16/05/2020 08:15,4135001,wCURE6d3bPkepu2,4675.714286,458.7285714,438.2857143,6789365.286,24.42785433,33.0092104,0.338650411
16/05/2020 08:30,4135001,wCURE6d3bPkepu2,5939.125,581.9625,565.375,6789492.375,25.16689847,36.6061888,0.427548953
16/05/2020 08:45,4135001,wCURE6d3bPkepu2,6435.142857,630.4142857,719.0,6789646.0,25.75717567,38.89201073,0.470081485
16/05/2020 09:00,4135001,wCURE6d3bPkepu2,6341.75,621.3,875.5,6789802.5,25.99942227,38.70590013,0.461185769
16/05/2020 09:15,4135001,wCURE6d3bPkepu2,5748.142857,563.3285714,1019.857143,6789946.857,26.29700733,39.34378447,0.41958991
16/05/2020 09:30,4135001,wCURE6d3bPkepu2,5820.625,570.375,1161.0,6790088.0,26.59366867,39.87995233,0.420493884
16/05/2020 09:45,4135001,wCURE6d3bPkepu2,7072.714286,692.6142857,1317.857143,6790244.857,27.03096947,41.82566533,0.540593679
16/05/2020 10:00,4135001,wCURE6d3bPkepu2,8002.375,783.2375,1514.875,6790441.875,27.61135453,46.07265193,0.491453022
16/05/2020 10:15,4135001,wCURE6d3bPkepu2,7183.285714,703.3142857,1684.857143,6790611.857,27.93121329,44.468571,0.469728831
16/05/2020 10:30,4135001,wCURE6d3bPkepu2,9428.0,922.0375,1890.625,6790817.625,28.2829874,48.962665,0.654436842
16/05/2020 10:45,4135001,wCURE6d3bPkepu2,7621.0,745.6,2120.714286,6791047.714,28.78232633,50.154118,0.595521375
16/05/2020 11:00,4135001,wCURE6d3bPkepu2,7736.875,757.375,2296.5,6791223.5,29.1554974,49.15606887,0.575263897
16/05/2020 11:15,4135001,wCURE6d3bPkepu2,7465.857143,730.9142857,2490.714286,6791417.714,29.3643758,48.12385467,0.542374875
16/05/2020 11:30,4135001,wCURE6d3bPkepu2,7537.571429,737.8571429,2669.142857,6791596.143,29.6892496,46.51825533,0.493430553
16/05/2020 11:45,4135001,wCURE6d3bPkepu2,9420.5,921.3375,2866.75,6791793.75,29.8473918,47.0438902,0.62278731
16/05/2020 12:00,4135001,wCURE6d3bPkepu2,8810.142857,861.8571429,3091.714286,6792018.714,30.08986207,50.09181933,0.662004302
16/05/2020 12:15,4135001,wCURE6d3bPkepu2,7282.75,713.1,3298.125,6792225.125,30.37689871,48.67528186,0.540425129
16/05/2020 12:30,4135001,wCURE6d3bPkepu2,10928.0,1067.842857,3508.571429,6792435.571,30.8864686,50.44957047,0.76711941
16/05/2020 12:45,4135001,wCURE6d3bPkepu2,11819.875,1152.875,3786.125,6792713.125,31.2210448,54.23274553,0.812240641
16/05/2020 13:00,4135001,wCURE6d3bPkepu2,8383.285714,820.2428571,4051.0,6792978.0,31.31397713,52.8518024,0.636164586
16/05/2020 13:15,4135001,wCURE6d3bPkepu2,11107.125,1084.65,4294.0,6793221.0,31.66299653,52.0534832,0.733243599
16/05/2020 13:30,4135001,wCURE6d3bPkepu2,9175.285714,897.4142857,4550.0,6793477.0,31.61725667,49.747872,0.583864739
16/05/2020 13:45,4135001,wCURE6d3bPkepu2,7652.625,749.0375,4750.375,6793677.375,31.3661072,47.2997298,0.502392484
16/05/2020 14:00,4135001,wCURE6d3bPkepu2,6527.0,639.3,4941.285714,6793868.286,31.42362873,46.57489593,0.435684946
16/05/2020 14:15,4135001,wCURE6d3bPkepu2,8128.125,795.45,5109.75,6794036.75,31.98976833,47.82889013,0.595977137
16/05/2020 14:30,4135001,wCURE6d3bPkepu2,7308.571429,715.6142857,5309.714286,6794236.714,32.24326421,48.35548621,0.534500986
16/05/2020 14:45,4135001,wCURE6d3bPkepu2,7616.75,745.7,5491.25,6794418.25,32.3501976,46.20359727,0.514964407
16/05/2020 15:00,4135001,wCURE6d3bPkepu2,7377.285714,722.3428571,5671.857143,6794598.857,32.43687973,45.77020907,0.503626383
16/05/2020 15:15,4135001,wCURE6d3bPkepu2,5890.142857,577.1571429,5830.714286,6794757.714,32.52414947,45.84053753,0.419735824
16/05/2020 15:30,4135001,wCURE6d3bPkepu2,5082.25,498.2375,5965.625,6794892.625,32.3280254,43.17009267,0.349962358
16/05/2020 15:45,4135001,wCURE6d3bPkepu2,3927.0,385.8714286,6076.428571,6795003.429,32.10339147,39.81443887,0.261408532
16/05/2020 16:00,4135001,wCURE6d3bPkepu2,3387.375,333.025,6165.375,6795092.375,32.02910173,37.712012,0.227681253
16/05/2020 16:15,4135001,wCURE6d3bPkepu2,2816.142857,276.2571429,6241.285714,6795168.286,31.9597596,36.30115747,0.191869824
16/05/2020 16:30,4135001,wCURE6d3bPkepu2,2610.75,256.025,6308.625,6795235.625,31.90710457,35.77269607,0.175596984
16/05/2020 16:45,4135001,wCURE6d3bPkepu2,2229.571429,218.5857143,6367.285714,6795294.286,31.88745533,34.78123607,0.150128168
16/05/2020 17:00,4135001,wCURE6d3bPkepu2,1976.75,193.775,6419.25,6795346.25,31.74708247,33.73915807,0.133743208
16/05/2020 17:15,4135001,wCURE6d3bPkepu2,1609.0,157.4142857,6464.142857,6795391.143,31.54080187,32.7458964,0.109053603
16/05/2020 17:30,4135001,wCURE6d3bPkepu2,1180.25,114.775,6498.75,6795425.75,31.30016687,31.59976787,0.079587311
16/05/2020 17:45,4135001,wCURE6d3bPkepu2,750.8571429,72.8,6522.428571,6795449.429,31.0485982,30.12416173,0.050450764
16/05/2020 18:00,4135001,wCURE6d3bPkepu2,389.75,37.6875,6536.375,6795463.375,30.31168413,28.36227433,0.026212863
16/05/2020 18:15,4135001,wCURE6d3bPkepu2,125.4285714,12.11428571,6542.428571,6795469.429,29.54822573,26.94033807,0.008812281
16/05/2020 18:30,4135001,wCURE6d3bPkepu2,0.0,0.0,6543.0,6795470.0,28.97306333,25.9079486,0.00035945
16/05/2020 18:45,4135001,wCURE6d3bPkepu2,0.0,0.0,6543.0,6795470.0,28.6859842,25.50321853,0.0
16/05/2020 19:00,4135001,wCURE6d3bPkepu2,0.0,0.0,6543.0,6795470.0,28.31019579,25.37907214,0.0
16/05/2020 19:15,4135001,wCURE6d3bPkepu2,0.0,0.0,6543.0,6795470.0,27.9578898,25.1996236,0.0
16/05/2020 19:30,4135001,wCURE6d3bPkepu2,0.0,0.0,6543.0,6795470.0,27.57085773,25.1651774,0.0
16/05/2020 19:45,4135001,wCURE6d3bPkepu2,0.0,0.0,6543.0,6795470.0,27.256431,24.9509702,0.0
16/05/2020 20:00,4135001,wCURE6d3bPkepu2,0.0,0.0,6543.0,6795470.0,26.9411986,24.4972452,0.0
16/05/2020 20:15,4135001,wCURE6d3bPkepu2,0.0,0.0,6543.0,6795470.0,26.70199373,24.07971407,0.0
16/05/2020 20:30,4135001,wCURE6d3bPkepu2,0.0,0.0,6543.0,6795470.0,26.483793,23.82730513,0.0
